MoveId,CharacterId,Command,Hit level,Damage,Start up frame,Block frame,Hit frame,Counter hit frame,Notes
331,3,"d/f+3, 1, 4, 2, 3","m, h, h, h, h","13,10,20,12,20",,0,KND,KND,
332,3,"d/f+3, 1, 4, 2, u/f+3","m, h, h, h, m","13,10,20,12,22",,-3,KND,KND,
333,3,"d/f+3, 1, 4, 2, 1+2","m, h, h, h, m","13,10,20,12,21",,-18,KND,KND,
334,3,"d/f+3, 2","m, h","13,12",,0,1,11,
335,3,"d/f+3, 2, D/F","m, h (CD)","13,12",,-1,0,10,
336,3,"d/f+3, 2, u or b","m, h (SS)","13,12",,-1,0,10,
337,3,"d/f+3, 2, 1","m, h, h","13,12,6",,-3,4,4,
338,3,"d/f+3, 2, 1, 4","m, h, h, h","13,12,6,18",,7,JG,JG,
339,3,"d/f+3, 2, 1, d+4","m, h, h, l (TC)","13,12,6,12",,-13,-2,-2,
340,3,"d/f+3, 2, 3","m, h, h","13,12,15",,-10,1,1,
341,3,"d/f+3, 2, 4","m, h, h","13,12,22",,-6,KND,KND,Tail spin
342,3,"d/f+3, 2, d+3","m, h, l (TC)","13,12,10",,-14,-3,-3,
343,3,"d/f+3, 3","m, h","13,6",,-14,-3,-3,
344,3,"d/f+3, 3, 3","m, h, h","13,6,8",,-11,0,0,
345,3,"d/f+3, 3, 3, 1","m, h, h, h","13,6,8,14",,-9,15,15,
346,3,"d/f+3, 3, 3, 3","m, h, h, h","13,6,8,20",,-6,KND,KND,Tail spin
347,3,"d/f+3, 4","m, h","13,20",,-6,KND,KND,Tail spin
348,3,d/f+4,l,14,16,-16,+5s,KND,
349,3,d/f+1+2 or CJM d/f+1+2,m,0,16,1,5,19,
350,3,d+1,sm,5,10 cs4,-5,6,6,
351,3,"d+1 or FC+1, 4","sm, m","5,10",,-11,0,0,
352,3,d+2,m,17,16,-1s,+5s,KND,
353,3,d+3,l (TC),12 cs4,16,-17,-3,-3,
354,3,"d+3 or FC+3, 2","l, m","12,10",,-13,JG,JG,
355,3,"d+3 or FC+3, 4","l, h","12,18",,-6,5,JG,
356,3,"d+3 or FC+3, 4, 1","l, h, m","12,18,20",,+2s,+5s,KND,
357,3,d+4,l,7,12,-13,-2,-2,
358,3,"d+4 or FC+4, 1","l, h","7(10),10",,0,6,11,
359,3,"d+4 or FC+4, 1, u or d",l (SS),7(10),,-15,-4,-4,
360,3,"d+4 or FC+4, 1, b",l (CJM),7(10),,-10,1,1,
361,3,d+1+2,m!,50,60,KND,KND,KND,
362,3,d/b+1,m,16,16,-12,3,3,
363,3,"d/b+1, D",m,16,,-12,3,3,
364,3,"d/b+1, 4","m, m","16,17",,-15,-1,KND,
365,3,d/b+2,sm,8,11,-4,7,7,
366,3,"d/b+2 or FC+d/b+2 or FC+d+2, 4","sm, m","8,10",,-10,1,1,
367,3,d/b+3,l (TC),21,27 cs6,-17,JG,JG,
368,3,d/b+4,l (TC),18,25 cs6,-18,-7,-7,
369,3,"d/b+4, 3","l (TC), l (TC)","18,14",,-16,-5,KND,
370,3,"d/b+4, 4","l (TC), m (TJ)","18,15",,-20S,Throw(KND),Throw(KND),
371,3,d/b+1+2,m,30,20 pc8,-13,KND,KND,Power crush
372,3,d/b+3+4 (clean hit),l (TC),27,24,-26,-4,-4,
373,3,d/b+3+4,l (TC),18,24 cs 6,-26,-6,-4,
374,3,"d/b+3+4, 3","l (TC), h (TJ)","27(18),23",,-7,KND,KND,
375,3,b+1,m,14,18,-11,0,0,
376,3,"b+1, 2","m, h","14,12",,-12,-1,-1,
377,3,"b+1, 2, 2","m, h, m (TJ)","14,12,24",,-11,KND,KND,
378,3,b+2,h,10,15,-9,1,1,Homing
379,3,"b+2, 2","h, h","10,20",,-7,KND,KND,
380,3,b+4,m,17,20,-9,9,KND,"Tail spin, homing"
381,3,u/b or u+1,m (TJ),12,18 js9,-12,3,3,
382,3,u/b or u or u/f+1,h,17,15,-12,9,9,
383,3,u/f+1,h,10,13,-4,7,7,
384,3,"u/f+1, 3","h, m","10,17",,-16,7,KND,
385,3,"u/f+1, 3, 3+4","h, m, mm","10,17,10,10",,-4,JG,JG,
386,3,u/b+3,m (TJ),15,14 js6,-15,-4,-4,
387,3,u+3,m (TJ),20,14 js6,-15,KND,KND,
388,3,u/f+3,m (TJ),22,25 js10,-3,KND,KND,
389,3,u/f+4,h (TJ),20,18 js9,-11,-3,-3,
390,3,"u/f+4, 3","h (TJ), l","20, 10",,-17,-6,-6,
391,3,"u/f+4, 3, 4","h (TJ), l, h","20,10,14",,-6,5,JG,
392,3,"u/f+4, 3, 4, u or b","h (TJ), l, h (SS)","20, 10",,-7,4,4,
393,3,U/B+4,m,15,18,-18,-12,-12,
394,3,"U/B+4, D",m (TJ),15,,-19,-13,-13,
395,3,U+4,m (TJ),18,18,-18,JG,JG,
396,3,"U+4, D",m (TJ),18,,-19,JG,JG,
397,3,U/F+4,m (TJ),21,18 js13,-18,JG,JG,
398,3,"U/F+4, D",m (TJ),21,18 js13,-19,JG,JG,
399,3,u/f+3+4,mm (TJ),"4,18",20 js9,-3s,+5s,+5s,
400,3,"u/f, N, 4",m (TJ),25,25 js9,-9,KND,KND,
401,3,"U/B,b",(TJ),,js,,,,
402,3,"f, F+2",h,21,16,6,KND,KND,"Homing, Tail spin"
403,3,"f, F+3",m (TJ),14,15 js13,-13,JG,JG,
404,3,"f, F+3, 4","m (TJ), m","14,12",,-23,JG,JG,
405,3,"f, F+3, 4, 3","m (TJ), m, m","14,12,9",,-14,-3,-3,
406,3,"f, F+3, 4, b+3","m (TJ), m, m (CJM)","14,12,9",,-1,10,10,
407,3,"f, F+3, 4, b+3, 4, 1+2","m (TJ), m, m, m! (CJM)","14,12,9,45",,KND,KND,KND,
408,3,"f, F+4",m (TJ),20,31 js10,0,KNd,KND,
409,3,"f, F+4, B",m (TJ) (CJM),20,,-9,KND,KND,
410,3,"f, F+1+2",m,25,18,-9,KND,KND,
411,3,"f, f, f+3",m (TJ),20,23 js3,-23,KND,KND,
412,3,FC+1,sm (TC),5,10 cs1,-5,6,6,
413,3,FC+d/b or d+2,sm (TC),8,11 cs1,-4,7,7,
414,3,FC+3,l (TC),12,16 cs1,-17,-3,-3,
415,3,FC+4,l (TC),10,12 cs1,-15,-4,-4,
416,3,WS+1,m,12,13,-3,7,7,
417,3,WS+2,m,22,18,-13,JG,JG,
418,3,WS+3,m,20,11,-11,0,0,
419,3,"WS+3, B",m (CJM),20,,-3,8,8,
420,3,WS+4,m,16,11,-6,5,5,
421,3,FC+f+1,m,22,22,-9,KND,KNd,Wall bounce
422,3,FC+f+2,m,25,20 pc8,-14s,KND,KND,
423,3,FC+d/f+2,l (TC),14,20 cs1,-21,KND,KND,
424,3,FC+d/f+2~1,l (TC),21,20 cs1,-21,KND,KND,
425,3,FC+u/b+4,m (TJ),15,18 js13,-18,-12,-12,
426,3,"FC+u/b+4, D",m (TJ),15,,-19,-13,-13,
427,3,FC+u+4,m (TJ),18,,-18,JG,JG,
428,3,"FC+u+4, D",m (TJ),18,,-19,JG,JG,
429,3,FC+u/f+4,m (TJ),21,18 js13,-18,JG,JG,
430,3,"FC+u/f+4, D",m (TJ),21,18 js13,-19,JG,JG,
431,3,FC+U/B+4,m (TJ),25,14 js11,-33,-22,-22,
432,3,"FC+U/B+4, D",m (TJ),25,,-27,-16,-16,
433,3,FC+U+4,m (TJ),28,14 js11,-33,KND,KND,
434,3,"FC+U+4, D",m (TJ),28,,-27,KND,KND,
435,3,FC+U/F+4,m (TJ),30,14 js11,-33,KND,KND,
436,3,"FC+U/F+4, D",m (TJ),30,,-27,KND,KND,
437,3,SS+2,l (TC),12,20 cs6,-12,0,1,
438,3,SS+3,m,23,21,4s,8s,KND,
439,3,SS+1+2,mm (TJ),"8,21",19,-4,JG,JG,
440,3,Opponent down d+3+4,l,20,17,-17,-6,-6,
441,3,"Back against wall b,b,u/b",m,21,35,1,KND,KND,
442,3,BT+1 or 2,h,15,8,-8,3,3,
443,3,BT+3 or 4,h,18,10,-8,KND,KND,
444,3,BT+d+1 or d+2,sm,10,10,-2,9,9,
445,3,BT+d+3 or d+4,h,12,10,-11,3,3,
446,3,b+3 (to CJM),(CJM),,,,,,
447,3,CJM d/f,(CD),,,,,,
448,3,CJM 1,h,14,11,-9,15,15,
449,3,CJM 1,h,10,10,-13,-2,-2,
450,3,"CJM 2, 1","h, m","10,12",,-7,4,4,
451,3,CJM 3,m,18,12,-12,3,KND,
452,3,CJM 4,m (TC),20,27 cs14,-29,KND,KND,
453,3,CJM 1+2,m,20,17,-4s,+6s,+6s,
454,3,CJM 2+3,m,20,13,-16,KND,KND,
455,3,CJM d/b or d+3,l,6,15,-11,0,0,
456,3,"CJM d/b or d+3, 3","l, h","6,20",,-7,7,7,
457,3,CJM u/b+4,m (TJ),15,15 js8,-16,-5,-5,
458,3,CJM u+4,m (TJ),20,15 js8,-16,-5,-5,
459,3,CJM u/f+4,m (TJ),20,15 js8,-14,JG,JG,
460,3,"CJM f, F",(TC) (Rol),,cs,,,,
461,3,"CJM f, F+3",m (TC),27,30,-11,KND,KND,
462,3,"CJM f, F+4",h,21,40,7,JG,JG,
463,3,qcf,(CD),,,,,,
464,3,qcf+1,h,23,13,2,4,JG,
465,3,qcf+2,m,17,16,-12,3,KND,
466,3,"qcf+2, 1","m, m","17,20",,-14,KND,KND,
467,3,"qcf+2, 1, B","m, m (CJM)",17,,-13,2,KND,
468,3,qcf+3,m,14,16,-13,-2,-2,
469,3,"qcf+3, 2","m, h","14,25",,-8,KND,Tail spin,Tail spin
470,3,"qcf+3, 3","m, h","14,8",,-11,0,0,
471,3,"qcf+3, 3, 1","m, h, h","14,8,14",,-9,15,15,
472,3,"qcf+3, 3, 4","m, h, h","14,8,20",,-6,KND,KND,Tail spin
473,3,qcf+4,mm (TC),"12,12",18 cs5,-12,KND,KND,
474,4,In rage b+3+4,m (throw),55,20,-22,throw,throw,Rage art
475,4,"In rage f, N, d, d/f+1+2",h!,0,20,+24g,+24g,+24g,Rage drive
476,4,1,h,7,10,1,8,8,
477,4,"1,2","h, h","7,10",,-1,5,5,
478,4,"1, 2, 1","h, h, m","7, 10, 17",,-5,1,+31g,
479,4,2,l,10,10,1,7,7,
480,4,"2, 1","l, m","10, 12",,-2,5,5,
481,4,3,h,25,17,-14,KND,KND,
482,4,4,h,20,13,-5,6,JG,
483,4,1+2,m,10,17,-10,0,0,
484,4,"1+2, B",m (BT),10,,-10,0,0,
485,4,"1+2, 2","m, h","10, 20",,-3,KND,KND,
486,4,"1+2, 3","m, m","10, 17",,-13,8,KND,
487,4,3+4,m (TJ),10,25 js11,-7,3,3,
488,4,"3+4, 1","m, m (TJ) (throw)","10, 25(,5)",,0,Throw,Throw,
489,4,"3+4, 1","m, m (TJ)","10, 25",,0,+2s,+2s,
490,4,"3+4, 2","m, m (TJ)","10, 25",,-18,KND,KND,
491,4,1+4,m!,25,52,KND,KND,KND,
492,4,f+2,m,12,15,-11,2,2,
493,4,"f+2, 1","m, h","12, 20",,-9,KND,KND,
494,4,f+3,m,15,16,-3,4,4,
495,4,"f+3, 4","m, m","15, 13",,-7,3,3,
496,4,"f+3, 4, 3","m, m, h","15, 13, 22",,-7,KND,KND,Tail Spin
497,4,f+4,m,21,23,+2s,+7s,KND,
498,4,f+1+2,m,25,20 pc8,-13,KND,KND,Power Crush
499,4,f+1+4 or f+1~4,m,28,13,-20,KND,KND,
500,4,d/f+1,m,12,13,-1,7,7,
501,4,d/f+2,m,21,15,-12,-1,KND,
502,4,"d/f+2, 1","m, h","21, 8",,-12g,-1,-1,
503,4,d/f+3,m,17,17,-5,5,KND,
504,4,d/f+4,m,15,12,-4,7,7,
505,4,d/f+1+2,m,20,25,-7,KND,KND,"Homing, Tail spin"
506,4,d/f+3+4,m (TC) (throw),"15(,30)",28 cs13,-18,-7,-7,
507,4,d/b or d+1,sm (TC),5,10 cs4,-5,6,6,
508,4,"d+1, 4 or FC+1, 4","sm, m","5, 13",,-10,6,6,
509,4,d+2,m,17,17,-2,+5s,9,
510,4,"d+2, 4","m, m","17, 17",,-14,-3,-3,
511,4,"d+2, 4, 3","m, m, m","17, 17, 20",,-11s,KND,KND,
512,4,d+3,l,12,17,-12,1,1,
513,4,d+4,l (TC),9,14 cs4,-13,-2,-2,
514,4,d+1+2,m (TJ),25,30 js21,-8,0,0,
515,4,d+3+4 or FC+3+4 or FC+d/f+4,l (TC),12,17 cs6,-16,-5,-3,
516,4,"d+3+4, 1","l, h","12, 13",,-9,+15k,KND,Tail spin
517,4,"d+3+4, 3","l, m","12, 13",,-16,KND,KND,
518,4,d+1+4 or d+2+3,l (special),,total 27,,,,
519,4,"d+1+4 or d+2+3, 1+2",m (TC) (throw),"18 (,15)",14,-19s,Throw,Throw,
520,4,d/b+2,m,10,14,-11,0,0,
521,4,"d/b+2, 3","m, m","10, 20",,-16,KND,KND,
522,4,"d/b+2, 4","m, h","10, 20",,-9,+13k,KND,Tail spin
523,4,d/b+3,l (TC),20,23 cs8,-26,5,KND,
524,4,d/b+4,"l (TC, TJ)",20,29 cs6 js16,-20,KND,KND,
525,4,d/b+1+2,m,30,26,3,KND,KND,
526,4,"d/b+1+2, D",(special),,,,,,
527,4,b+1,h,12,12,-7,5,KND,
528,4,"b+1, 2","h, m","12, 15",,-12,6,KND,
529,4,b+2,m,10,15,-9,+2s,+2s,
530,4,"b+2, 1","m, m","10, 8",,-12,-1,-1,
531,4,"b+2, 1, 2","m, m, h","10, 8, 20",,-7,KND,KND,Tail spin
532,4,b+3,h,23,16,-10,KND,KND,
533,4,b+4,m,15,15,-11,0,0,
534,4,b+4 (when hit) 1+2,m (throw),"14, 20",,,throw,,
535,4,b+1+2,m,0,18,1,5,16,
536,4,b+1+4,m,24,31,-13,KND,KND,
537,4,b+2+3,m!,50,3,JG,JG,JG,
538,4,u/b+1,h,21,20,-6,KND,KND,Homing
539,4,u or u/f+1,m (TJ),12,18 js9,-12,-1,-1,
540,4,u/b or u or u/f+2,m (TJ),35,48 js9,-18s,KND,KND,
541,4,u/b+3,m (TJ),25,23,-19,KND,KND,
542,4,u or u/f+3,m (TJ),18,21 js17,-8,5,KND,
543,4,u/b+4,m (TJ),11,15 js9,-19,-8,-8,
544,4,u+4,m (TJ),14,15 js9,-13,KND,JG,
545,4,u/f+4,m (TJ),13,15 js9,-13,JG,JG,
546,4,u/f+1+2,m (TJ),25,35 js9,+2s,KND,KND,
547,4,u/f+1+2 (hold),m! (TJ),45,67,KND,KND,KND,
548,4,u/f+3+4,m (TJ),23,32 js8,-7,KND,KND,
549,4,"u/f, N, 4",m (TJ),25,23 js9,-11,JG,JG,
550,4,"u/f, N, 1+2",m (TJ),25,70,+2s,KND,KND,
551,4,"u/f, N, 1+2 (hold)",m! (TJ),45,102,KND,KND,KND,
552,4,"u/f, N, 3+4",l (TJ),12,52,-16,-5,-3,
553,4,"u/f, N, 1+4",m! (TJ),25,87,KND,KND,KND,
554,4,"f, F+2",m,23,16,-11,KND,KND,
555,4,"f, f, N, 2",l (TC),17,19 cs12,-18,7,KND,
556,4,"f, F+3",h,23,17,0,KND,KND,"Homing, Tail spin"
557,4,"f, F+3, D",h (special),23,,8,KND,KND,"Homing, Tail spin"
558,4,"f, F+4",m,30,17,-14,KND,KND,Wall bounce
559,4,"f, F+1+2",m (TJ),28,22 js18,-18,KND,KND,
560,4,"f, F+3+4",h (TJ),35,23 js14,-10,KND,KND,
561,4,"f, f, f+3",m (TJ),30,23 js3,+10g,KND,KND,
562,4,"f, f, f+3+4",m (TJ),40,28 js9,+17g,KND,KND,
563,4,WR+4,l (TJ),20,20 js7,-24,KND,KND,
564,4,FC+1,sm (TC),5,10,-5,6,6,
565,4,FC+2,sm (TC),8,11,-4,7,7,
566,4,FC+3,l (TC),12,18,-16,-2,-2,
567,4,FC+4,l (TC),12,14,-15,-4,-4,
568,4,WS+1,m,16,16,-10,JG,JG,
569,4,WS+2,m,17,12,-10,2,KND,
570,4,WS+3,h,28,16,0,KND,KND,
571,4,WS+4,m,20,11,-6,5,5,
572,4,FC+d/f+2,m,23,24,1,KND,KND,
573,4,SS+2,m,10,15,-12,-1,-1,
574,4,"SS+2, 1","m, m",10,,-13s,JG,JG,
575,4,SS+4,m,22,19,-12,KND,KND,
576,4,SS+3+4,m (TC),28,24 js13,-6,KND,KND,
577,4,"SS+3+4, Any button",m (TC) (special),28,,-26g,KND,KND,
578,4,1+2+3+4,h! (charge),30,33,,,,
579,4,"charge f, N, d, d/f+2",m,24,63,0,JG,JG,
580,4,charge qcf+1+2,h!,30,73,0g,0g,0g,
581,4,opponent grounded d+4,l,20,19,-16,-5,-5,
582,4,"opponent grounded d+4, 4","l, l","20, 8",,-16,-5,-5,
583,4,"opponent grounded d+4, 4, 4","l, l, l","20, 8, 6",,-16,-5,-5,
584,4,BT 1 or 2,h,15,8,-8,3,3,
585,4,BT 3,m,20,13,-20,KND,KND,
586,4,BT 4,m,20,18,-10,KND,KND,
587,4,BT 1+4,m!,20,41,KND,KND,KND,
588,4,BT d+1 or d+2,sm,10,10,-2,9,9,
589,4,BT d+3 or d+4,l,12,10,-11,3,3,
590,4,"f, N, d, d/f",,,,,,,
591,4,"f, N, d, d/f+1",h,23,15,6,KND,KND,
592,4,"f, N, d, d/f+2",h,20,11,-10,JG,JG,
593,4,"f, N, d, d/f+3",h!,23,31,KND,KND,KND,
594,4,"f, N, d, d/f+4",m (TJ),22,16 js11,-9,KND,KND,
595,4,"f, N, d, d/f+1+2",h!,12,28,+7g~+17g,+7g~+17g,+7g~+17g,
596,5,in rage d/f+1+2,m,55,20 pc8~17,-22,KND,KND,Rage art
597,5,"in rage f, F+1+2",m,30,21(22~),+11~+12g,Launch,Launch,Rage drive
598,5,1,h,8,10,-2,9,9,
599,5,"1, 1","h, m","8,15",10,-7,4,4,
600,5,"1, 2","h, m","8,9",10,-8~-7,+3~+4a,+3~+4a,
601,5,"1, 2, 3","h, m, m","8,9,24",10,-2~0,KND,KND,Tail spin
602,5,"1, 2, 3, *, n (two spins)","h, m, m","8,9,26",10,+6~+7,KND,KND,Tail spin
603,5,"1, 2, 3, * (three spins)","h, m, !","8,9,28",10,KND,KND,KND,Tail spin
604,5,"1, 2, 3, B (Cancel)","h, m","8,9",10,-18~-17,-7~-6a,-7~-6a,
605,5,"1, 2, 4","h, m, m","8,9,20",10,-12~-11,KND,KND,
606,5,"1, 3","h, l","8,10",10,-11,0,0,
607,5,"1, 4","h, l (TC)(LCT)","8,14",cs6~,-11~-9,0~+2,+3~+5,
608,5,2,h,9,12,-11,0,0,
609,5,"2, 1","h, h","9,10",12,-3~-2,+8~+9,+8~+9,
610,5,"2, 1, 1+2","h, h, hh","9,10,8,20",12,-9~-8,KND,KND,Tail spin
611,5,"2, 3","h, m (TJ)","9,20",js18~,-19~-18,KND,KND,
612,5,3,m,17,14,-7,9,9,
613,5,"3, 1","m, m?","17,17",14,-11~-10,8,CS,
614,5,4,h,18,11,-7,7,Launch (JG?),
615,5,3~4,l (TC),22,26~28s (27~) cs6~,-26,KND,KND,Homing
616,5,1+2,m,21,16~17,-9~-8,CS,CS,
617,5,3+4,mm (TJ),"10,21","23,30~32 js5~",-6~-4,KND,KND,
618,5,"3+4, (d/b, d or d/f)",mm (TJ),"10,21","23, 30~32s",-6~-4,KND,KND,
619,5,1+4 (First hit only),l,5,14,-19,-8,-8,
620,5,1+4,lh,"5,8","14,31",-3(-19s),9,9,
621,5,"1+4, 2","lh, h","5,8,10","14,31",-2,9,9,
622,5,"1+4, 2, 1","lh, h, h","5,8,10,12","14,31",-2,9,9,
623,5,"1+4, 2, 4","lh, h, m","5,8,10,23","14,31",-9,4,KND,
624,5,"1+4, 2, d+4","lh, h, l","5,8,10,15",cs10~,-23,KND,KND,
625,5,"1+4, 3","lh, m","5,8,24",10~,-2~0,KND,KND,Tail spin
626,5,"1+4, 3, b (Cancel)",lh,"5,8",10~,-20(37s),-9,-9,
627,5,2+3,h(Absorbs 1 h/m hit),21,28~29 (7~),0~+1,KND,KND,
628,5,f+2,m?,20,17~18,-18~-17,Launch (JG?),Launch (JG?),
629,5,"f+2, d/b or d or D/F (Cancel)",(Special)?,,s,,,,
630,5,f+3,m,24,14~16 (31~33),-2~0,KND,KND,Tail spin
631,5,"f+3, *, n (two spins)",m,26,12~13 (52~53),+6~+7,KND,KND,Tail spin
632,5,"f+3, * (three spins)",!,28,12~13 (70~71),KND,KND,KND,Tail spin
633,5,f+4,h,21,19~21,+3~+5,KND,KND,"Homing, Tail spin"
634,5,f+1+2,h,26,15~16 pc8~14,-9,KND,KND,Power crush
635,5,d/f+1,m,10,13~14,-3~-2,+8~+9,+8~+9,
636,5,"d/f+1, 2","m, h(, (throw))","10,13(,20)",13~14,-1,Throw(KND),Throw(KND),
637,5,"d/f+1, 4","m, m","10,22",13~14,-12~-11,KND,CS,
638,5,d/f+2,m,14,15~16,-6~-5,Launch (JG?)(+5a),Launch (JG?),
639,5,d/f+3,m,22,20~21,-8~-7,KND,KND,
640,5,d/f+4,m,16,12,-9,2,2,
641,5,d+2,m,18,18,-4s,+9s,KND,
642,5,d+1+2 or FC+d/b or d+1+2,l (TC),20,20 cs15~,-18,KND,KND,
643,5,d+3+4,lh (TJ),"5,20","14,24 js5~",-6(-25s),Launch (JG?),Launch (JG?),
644,5,d/b+1,m (TC),13,14 cs6~13,-9,4,9,
645,5,"d/b+1, 2","m (TC), l","13,17",cs15~,-13~-12,+3~+4s,KND,
646,5,d/b+2,m,22,23~24 cs3~20,-13~-12,Launch,Launch,
647,5,d/b+3,l,17,21,-12,+4s,+14g,
648,5,b+1,"l (TC)(, (throw))",17,29~30s cs6~,-10~-9,+6~+7,Throw(KND),
649,5,b+2,m,12,15,-4s,+1s,+1s,
650,5,"b+2, 1","m, m","12,14",15,-7,4,4,
651,5,"b+2, 4","m, l(LCT)","12,14",cs15~,-11~-9,0~+2,+3~+5,
652,5,"b+2, 1+2","m, h","12,7",15~,-9,2,1,
653,5,"b+2, 1+2, d (Cancel)",m,12,15~s,-6s,-1s,-1s,
654,5,"b+2, 1+2, 4","m, h, m","12,7,20",15~,-13~-12,KND,KND,Tail spin
655,5,b+3,m (TJ),15,16~17 js10~,-19~-18,Launch (JG?),Launch (JG?),
656,5,"b+3, 2","m, m?","15,20",16~17 10~,-20~-19,Launch (JG?),Launch (JG?),
657,5,"b+3, 2, (d/b, d or d/f) (Cancel)","m, (Special)?",15,16~17 10~s,-33~-32,Launch (JG?),Launch (JG?),
658,5,"b+3, 4","m (TJ), l (TC)(LCT)","15,14",cs1~,-11~-9,0~+2,+3~+5,
659,5,b+4,m,17,15~16,-8~-7,+8~+9,CS,
660,5,"b+4, 2","m, m","17,12",15~16,-12~-11,+4~+5s,+4~+5s,
661,5,"b+4, 2, 3","m, m, m","17,12,21",15~16,-16~-13,KND,KND,
662,5,b+1+4,hl,"15,8","12,29~30",-8~-7,+5~+6,+5~+6 +7~+8,
663,5,"b+1+4 (First hit only, Second hit miss)",h,15,12,-25,-14,-14,
664,5,"b+1+4, 3","hl, l?","15,8,18",12,-13~-12,-2~-1,KND,
665,5,"b+1+4, 4","hl, m","15,8,23",12,-14~-13,+5b,+5b,Tail spin
666,5,u/f+2,h (throw),"20(,20)",14,-7,Throw(KND),Throw(KND),
667,5,u/f+2 (No throw),h,20,14,-7,+,+,
668,5,u/b or u or u/f+3,m (TJ),17,20~21 js11~,-3~-2,+8~+9,KND,
669,5,u/b+4,m (TJ),25,20~21 js9~,-15~-14,Launch (JG?),Launch (JG?),
670,5,u or u/f+4,m (TJ),25,20~21 js9~,-13~-12,Launch (JG?),Launch (JG?),
671,5,"f, F+1",m,30,23~24 (24~),+4~+5,KND,KND,
672,5,"f, F+2",m,16,15~16 (16~),-13~-12,-3~-2,-3~-2,
673,5,"f, F+2, 1","m, h","16,21",15~16 (16~),-5~-4,KND,KND,
674,5,"f, F+2, 3","m, m","16,21",15~16 (16~),-8~-7,KND,KND,
675,5,"f, F+2, 1+2","m, m","16,25",15~16 (16~),-13~-12,ED,ED,
676,5,"f, F+3",m?,23,20~21s (21~),-9~-8,KND,KND,"Tail Spin, Homing"
677,5,"f, F+4",h (TJ),28,20~21 (21~) js6~,-3~-2,KND,KND,Tail spin
678,5,"u/b, b",(Special) (TJ),,a,,,,
679,5,"u/b, b, 3 or f, f, f+3",m (TJ),32,24~28 (69~) js3~,0~+4,KND,KND,
680,5,WS+1,m,12,14,-7~-6,+4~+5,+4~+5,
681,5,"WS+1, 4","m, h","12,20",14,-12,KND,KND,
682,5,WS+2,m,18,13~14,-8~-7,+8~+9,+8~+9,
683,5,"WS+2, 1","m, h","18,10",13~14,-2,9,9,
684,5,WS+3,m,20,19~20 js18~,-16~-15,Launch (JG?),Launch (JG?),
685,5,WS+4,m,15,11~12,-3~-2,+8~+9,+8~+9,
686,5,WS+1+2,m?,20,21,-2,5,CS (17),
687,5,"WS+1+2, D (Cancel)",(Special)?,,s,,,,
688,5,FC+3+4 WS+3+4,mm (TJ),"10,10","21~22, 31~32 js5~22",-6~-5,+5~+6s,+5~+6s,
689,5,"FC+3+4, D",mm (TJ),"10,10","21~22, 31~32s js5~22",-6~-5,+5~+6s,+5~+6s,
690,5,"FC+3+4, 3","mm (TJ), mm (TJ)","10,10,10,10",js21~,0~+1s,KND,KND,
691,5,"FC+3+4, 3, D","mm (TJ), mm (TJ)","10,10,10,10",s js21~,0~+1s,KND,KND,
692,5,FC+d/f+2,l (TC),10,16~17s cs1~,-11~-10,0~+1,+18~+19,
693,5,FC+d/f+3,m,20,17 cs1~17,-9,KND,KND,Wall Bounce
694,5,SS+2,m,23,13~14 (22~),-9~-8,KND(KND),KND(KND),
695,5,SS+4,h,18,17~21 (26~),-6~-2,+7~+11,KND,
696,5,f+1,m,17,20,-7,4,4,
697,5,"f+1, 3","m, m","17,17",20,-5,6,KND,
698,5,"f+1, 3, 1","m, m, h","17,17,12",20,-8,3,3,
699,5,"f+1, 4","m, lh (TJ)","17,5,20",js10~,-6(-25s),Launch (JG?),Launch (JG?),
700,5,"f+1, d+4","m, l (TC)","17,22",s cs6~,-26,KND,KND,Homing
701,5,"f+1, d+4, D/B (Cancel)","m, (Special)",17,6~s,-26,-15,-15,
702,5,d/b+4,l (TC)(LCT),14,22~24 cs6~,-11~-9,0~+2,+3~+5,
703,5,"d/b+4, D",l (TC)(LCT),14,22~24s cs6~,-11~-9,0~+2,+3~+5,
704,5,"d/b+4, 4","l (TC), l (TC)(LCT)","14,15",cs1~,-7~-5,+4~+6,KND,
705,5,"d/b+4, 4, D","l (TC), l (TC)(LCT)","15,15",s cs1~,-11~-9,0~+2,KND,
706,5,"d/b+4, 4, 4","l (TC), l (TC), l (TC)(LCT)","18,20,21",cs1~,-7~-5,+4~+6,KND,
707,5,"d/b+4, 4, 4, D","l (TC), l (TC), l (TC)(LCT)","18,20,21",s cs1~,-11~-9,0~+2,KND,
708,5,LCT 3,h(LCT),21,1~,-3,Launch,Launch,
709,5,LCT 1+4,lh(LCT),"5,8",1~,-3(-19s),9,9,
710,6,in rage d/f+1+2,m,55,20 pc8~17,-22,KND,KND,Rage art
711,6,in rage f+2+3,"m (TJ), m (TJ)","27,16",26~33a 86~87s (29~) 1js15~ 2js14~,+2~+3s,KND(KND),KND(KND),Rage drive
712,6,"in rage f+2+3, f","m (TJ), m (TJ), (Special) (TC)(BAL)","27,16s",26~33 86~87 (29~) 115~ 214~,+12~+13s,KND(KND),KND(KND),Rage art
713,6,1,h,7,10,1,8,8,
714,6,"1, 1","h, h","7,7",10,-1,5,5,
715,6,"1, 1, 2","h, h, h","7,7,12",10,-12,2,2,
716,6,"1, 2","h, h","7,10",10,-3,3,3,
